Show,Season,Week_Number,Air_Date,Episode_Number,Episode_Type,Network_TV_Spend,Cable_TV_Spend,Digital_Spend,Impressions,True_Viewership,Revenue,Holiday,LeadIn_Bonus
Show8,1,8,2024-03-03,3,Regular,3410.589467259705,8526.473668149261,10231.768401779114,35242757,158529.26037766514,111675.30714285714,0,0
Show8,1,9,2024-03-10,4,Regular,2516.9141788383995,6292.285447095998,7550.7425365151985,26008114,138188.8023056019,98385.77285714286,0,1
Show8,1,10,2024-03-17,5,Regular,2747.841803999599,6869.604509998998,8243.525411998797,28394365,142943.39856215467,99188.7342857143,0,0
Show8,1,11,2024-03-24,6,Regular,2843.5948680470365,7108.9871701175925,8530.78460414111,29383814,142515.5127358725,99569.8642857143,0,0
Show8,1,12,2024-03-31,7,Regular,3002.1734728030087,7505.43368200752,9006.520418409025,31022458,140946.90786076643,98683.53857142858,0,1
Show8,1,13,2024-04-07,8,Regular,4156.463844028992,10391.15961007248,12469.391532086976,42950127,141498.01194118612,97937.99285714285,0,0
Show8,1,14,2024-04-14,9,Regular,4605.872811438799,11514.682028596995,13817.618434316397,47594019,147388.87412426152,104127.70571428572,0,0
Show8,1,15,2024-04-21,10,Finale,6672.406742095161,16681.0168552379,20017.22022628548,68948203,168612.92672028745,117825.1142857143,0,0
Show8,2,1,2025-01-12,0,PreLaunch,19291.57606043273,16076.313383693943,6430.5253534775775,83596829,132593.13245604912,93371.46428571428,0,0
Show8,2,2,2025-01-19,0,PreLaunch,18485.930976582906,15404.942480485752,6161.976992194301,80105701,149698.14833149602,103460.14428571428,0,0
Show8,2,3,2025-01-26,0,PreLaunch,14247.64833230797,11873.040276923306,4749.216110769323,61739810,151920.8264038122,105679.98857142858,1,0
Show8,2,4,2025-02-02,0,PreLaunch,14203.523273519222,11836.26939459935,4734.50775783974,61548601,166870.33439843796,118014.67428571428,0,0
Show8,2,5,2025-02-09,0,PreLaunch,8866.181357264682,7388.484464387236,2955.3937857548945,38420120,134500.2739152325,93648.73,0,0
Show8,2,6,2025-02-16,1,Premiere,8533.663776663268,7111.386480552725,2844.55459222109,36979210,158430.46616112784,113637.36285714286,0,0
Show8,2,7,2025-02-23,2,Regular,9589.29329034969,7991.077741958074,3196.4310967832293,41553604,137124.96094880355,95439.47142857144,0,0
Show8,2,8,2025-03-02,3,Regular,9345.658904045376,7788.049086704481,3115.2196346817923,40497855,146113.79515999104,102607.95142857144,0,0
Show8,2,9,2025-03-09,4,Regular,8329.819389092792,6941.516157577328,2776.606463030931,36095883,138125.2441852284,97975.81428571428,0,0
Show8,2,10,2025-03-16,5,Regular,6119.401808540666,5099.501507117222,2039.8006028468888,26517408,130865.38220957085,89749.61714285714,0,0
Show8,2,11,2025-03-23,6,Regular,7645.535969518706,6371.279974598922,2548.5119898395683,33130656,147329.9496114713,100536.7657142857,0,0
Show8,2,12,2025-03-30,7,Regular,9502.97261730541,7919.143847754509,3167.657539101804,41179549,138470.83126950648,94816.99285714285,0,0
Show8,2,13,2025-04-06,8,Regular,15089.96546191677,12574.971218263974,5029.98848730559,65389849,157814.93842498004,112463.00285714286,0,0
Show8,2,14,2025-04-13,9,Regular,17993.45267001096,14994.543891675798,5997.817556670319,77971629,171581.58360977142,119160.22142857144,0,0
Show8,2,15,2025-04-20,10,Finale,18637.961582412296,15531.634652010249,6212.653860804099,80764500,188935.14599317164,137087.94,0,0
